2024-05-19T17:29:43.608Z,74,
2024-05-19T17:29:44.569Z,73,
2024-05-19T17:29:45.575Z,73,
2024-05-19T17:29:46.669Z,72,
2024-05-19T17:29:47.764Z,72,
2024-05-19T17:29:48.861Z,72,
2024-05-19T17:29:49.955Z,73,
2024-05-19T17:29:51.049Z,75,
2024-05-19T17:29:51.596Z,77,
2024-05-19T17:29:52.691Z,77,
2024-05-19T17:29:53.786Z,81,
2024-05-19T17:29:54.882Z,84,
2024-05-19T17:29:55.976Z,89,
2024-05-19T17:29:57.072Z,92,
2024-05-19T17:29:57.620Z,94,
2024-05-19T17:29:58.714Z,94,
2024-05-19T17:30:00.355Z,94,
2024-05-19T17:30:00.904Z,97,
2024-05-19T17:30:01.999Z,100,
2024-05-19T17:30:03.093Z,102,
2024-05-19T17:30:03.642Z,104,
2024-05-19T17:30:05.284Z,106,
2024-05-19T17:30:05.835Z,107,
2024-05-19T17:30:06.927Z,107,
2024-05-19T17:30:08.022Z,107,
2024-05-19T17:30:09.117Z,107,
2024-05-19T17:30:09.663Z,107,
2024-05-19T17:30:10.759Z,107,
2024-05-19T17:30:11.853Z,107,
2024-05-19T17:30:12.950Z,107,
2024-05-19T17:30:14.044Z,107,
2024-05-19T17:30:15.139Z,107,
2024-05-19T17:30:15.687Z,107,
2024-05-19T17:30:16.782Z,108,
2024-05-19T17:30:17.876Z,108,
2024-05-19T17:30:18.971Z,108,
2024-05-19T17:30:20.065Z,108,
2024-05-19T17:30:21.160Z,108,
2024-05-19T17:30:21.708Z,109,
2024-05-19T17:30:22.804Z,110,
2024-05-19T17:30:23.898Z,112,
2024-05-19T17:30:24.994Z,113,
2024-05-19T17:30:26.088Z,113,
2024-05-19T17:30:26.639Z,115,
2024-05-19T17:30:27.733Z,118,
2024-05-19T17:30:28.826Z,118,
2024-05-19T17:30:29.922Z,122,
2024-05-19T17:30:31.017Z,126,
2024-05-19T17:30:32.110Z,126,
2024-05-19T17:30:32.657Z,127,
2024-05-19T17:30:33.754Z,128,
2024-05-19T17:30:34.847Z,128,Waypoint1
2024-05-19T17:30:35.943Z,128,
2024-05-19T17:30:37.038Z,127,
2024-05-19T17:30:38.137Z,126,
2024-05-19T17:30:38.681Z,126,
2024-05-19T17:30:39.776Z,124,
2024-05-19T17:30:40.871Z,123,
2024-05-19T17:30:41.966Z,121,
2024-05-19T17:30:43.060Z,120,
2024-05-19T17:30:44.156Z,119,
2024-05-19T17:30:44.703Z,118,
2024-05-19T17:30:45.799Z,117,
2024-05-19T17:30:46.892Z,116,
2024-05-19T17:30:47.989Z,114,
2024-05-19T17:30:49.084Z,112,
2024-05-19T17:30:50.179Z,112,
2024-05-19T17:30:50.727Z,110,
2024-05-19T17:30:51.823Z,109,
2024-05-19T17:30:52.917Z,107,
2024-05-19T17:30:54.011Z,106,
2024-05-19T17:30:55.105Z,105,
2024-05-19T17:30:56.203Z,104,
2024-05-19T17:30:56.747Z,104,
2024-05-19T17:30:57.844Z,103,
2024-05-19T17:30:58.938Z,102,
2024-05-19T17:31:00.038Z,100,
2024-05-19T17:31:01.129Z,98,
2024-05-19T17:31:01.675Z,98,
2024-05-19T17:31:02.771Z,95,
2024-05-19T17:31:03.866Z,93,
2024-05-19T17:31:04.960Z,92,
2024-05-19T17:31:06.055Z,92,
2024-05-19T17:31:07.153Z,91,
2024-05-19T17:31:07.698Z,91,
2024-05-19T17:31:08.792Z,91,
